sample,TCGA-OL-A66H-01,TCGA-3C-AALK-01,TCGA-AR-A1AH-01,TCGA-AC-A5EH-01,TCGA-EW-A2FW-01,TCGA-E9-A1R0-01,TCGA-BH-A0BL-01,TCGA-AR-A1AJ-01,TCGA-A7-A13G-01,TCGA-AC-A62Y-01,TCGA-E9-A1QZ-01,TCGA-E9-A1R2-01,TCGA-GM-A2DK-01,TCGA-AR-A255-01,TCGA-E2-A15T-01,TCGA-AO-A1KQ-01,TCGA-E9-A1N4-11,TCGA-C8-A1HL-01,TCGA-D8-A1JD-01,TCGA-D8-A1XA-01,TCGA-E9-A5FL-01,TCGA-BH-A1F2-11,TCGA-A7-A3RF-01,TCGA-A7-A3IY-01,TCGA-GM-A2D9-01,TCGA-D8-A3Z5-01,TCGA-E9-A1ND-01,TCGA-EW-A1P5-01,TCGA-E9-A1RD-01,TCGA-AR-A250-01,TCGA-E2-A153-11,TCGA-AR-A1AQ-01,TCGA-LD-A66U-01,TCGA-BH-A1EN-01,TCGA-AO-A1KO-01,TCGA-BH-A0AU-11,TCGA-E9-A1N5-01,TCGA-D8-A1J8-01,TCGA-BH-A0DL-11,TCGA-E9-A3QA-01,TCGA-BH-A18J-11,TCGA-BH-A2L8-01,TCGA-A2-A3XX-01,TCGA-AC-A2FB-01,TCGA-E9-A3X8-01,TCGA-GM-A2DC-01,TCGA-AR-A24N-01,TCGA-E2-A1B0-01,TCGA-EW-A1IW-01,TCGA-EW-A6S9-01,TCGA-E9-A1N3-01,TCGA-GM-A2DN-01,TCGA-BH-A0BQ-11,TCGA-BH-A0DO-11,TCGA-A2-A3XT-01,TCGA-A7-A4SE-01,TCGA-BH-A0DT-01,TCGA-AC-A6IV-01,TCGA-Z7-A8R5-01,TCGA-AR-A2LJ-01,TCGA-AQ-A1H3-01,TCGA-B6-A1KI-01,TCGA-BH-A1EW-01,TCGA-BH-A1FG-01,TCGA-AR-A0TS-01,TCGA-AR-A1AT-01,TCGA-A2-A1G1-01,TCGA-BH-A18R-01,TCGA-D8-A27P-01,TCGA-EW-A2FS-01,TCGA-E2-A1IL-01,TCGA-A7-A3IZ-01,TCGA-E2-A570-01,TCGA-OL-A66J-01,TCGA-AR-A2LO-01,TCGA-BH-A1FC-11,TCGA-A2-A04W-01,TCGA-BH-A201-01,TCGA-LL-A5YM-01
MIMAT0018990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0015064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0015065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3481,,
MIMAT0015066,3.76127112194,0.962287584368,2.43162168037,0.767301375333,2.49382484026,,2.6219674361900003,2.6254453262,3.15418284016,0.6779089999850001,0.902835157584,3.81787325067,1.06983306745,1.0829,6.196525719430001,1.6686,0.1721,4.33951106364,0.5248,2.6762617167400005,3.66284702949,,3.56212225266,1.02570192791,0.5313495734,1.58306333357,,2.48101492222,0.908341041242,2.68526083149,0.4994,1.90056126267,0.882271802325,4.27802834909,2.11515435906,1.4391,0.5216,2.13826797063,,1.77768630036,,0.6943683370620001,1.98536835069,1.1409092989899998,0.3790153100739999,2.8280482351,2.22263968407,0.5754,0.5729,0.8358,4.956169120209999,1.63611469651,2.32372603015,,0.738185401955,1.2078481205299998,2.41966566424,0.6985854998729999,1.07333660694,0.3835786161259999,1.32130044848,1.1489,1.81017181002,1.18284983726,1.1347799491,2.69736565701,0.467,1.75279220819,0.41901842301,1.96409690723,3.3078424347500004,2.0106011992,2.6188591748900003,0.6924231654090001,,,1.0645887649,1.5591558934799998,6.34430815989
MIMAT0015067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,2.1179449506,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0015060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0015061,,,,,,,,,,,,,0.2867,0.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,0.392751940756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0939,,,,
MIMAT0015062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0015063,,,,,,,,,,,0.5209,,0.1505,,,,,,,,,,,,,,0.5772,,,,,,,0.5956,,,,,,,,,0.6708,,,,,,,,,,,,0.7383,,,0.1694,,0.2045,,,,,,,,,,,,0.4895,,,,,,0.1657,0.1389
MIMAT0022862,0.923813720443,0.559889118119,0.5737,0.908903662112,0.3668,,1.55257257439,1.37353076005,0.537604087054,0.3784,0.902775434976,,0.4112102701199999,,,,1.47194225766,,0.2861,0.5006,2.24786812535,0.4671,,,0.290046401854,0.806223053358,0.5772,,0.1968,1.061,1.16406319821,,0.507557740224,,1.73663498035,0.6512,,,0.3067,0.6845115062980001,1.0661,0.497859820078,0.6708,0.630164661444,0.1377,,,0.5754,0.5729,0.835770366598,,1.26632887977,,,,0.726812189171,1.45427514666,0.4581,0.4999,,0.953752727944,,,0.7094,,,,0.84,0.1536,0.471798152594,0.896514482413,,1.58725979326,0.864949556506,0.182060066004,1.00783058838,0.862867514075,1.36841828553,0.265593580602
MIMAT0022861,0.2381,0.2117,0.5737,0.908903662112,1.29152619502,0.9165,1.1947086941399998,2.06423839124,1.48866097176,,0.78635908218,0.4951,0.525813842714,0.1888,,0.7877,1.0978921905,0.9552,1.06819465298,0.871531171988,2.85792907096,0.819387004481,,1.0257,0.6384217636280001,0.584082235152,,,,0.786033581637,0.4994,,0.507494859415,1.016,2.99962173751,2.4761,,,0.7745241645630001,,,0.6943161346150001,0.916723426451,,0.486034653278,0.2097,0.4151,1.5657989821899998,,0.393808778593,0.4077,0.767822075097,,0.914302311021,,0.4087,0.903121971711,0.8053075296359999,0.870326032097,0.3835786161259999,1.20895073109,1.78035044724,0.4416,0.7094,1.76202212221,0.3838,1.54155787511,,0.419026456296,0.976178951683,0.5168,,0.6872032352770001,0.2694,0.182060066004,1.0078,1.54112263116,1.82988288694,0.5901162385059999
MIMAT0015068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0015069,,,,,0.1951,,0.4029999999999999,,0.537604087054,0.2016,0.520858974482,1.15598298727,0.7308904739509999,0.505303114274,0.810251754597,1.2943,0.1721,,0.5248,,0.5025,,,0.757490907808,,,,,,1.0610508344399998,,0.9345,,,,,0.5216,,,,,,0.9168,0.15,,0.2097,,0.5754,,,0.2182,,,,0.738185401955,,,,0.1865,0.5429,0.2478,,1.05269939848,,1.1347799491,0.3838,1.10209338563,,0.535415227471,0.471798152594,0.1936,,0.231891728858,,,0.419,0.3481,0.314314160973,0.933300562854
MIMAT0022468,,,,,,,0.975775983645,,0.2937,0.2016,,,0.1505,0.505303114274,0.3233,,0.708,,,0.5006,,0.8194,0.2774,,,,0.5772,,0.3699,,,,0.3574,1.016,,0.6512,,,,0.2659,,,1.61906574518,0.15,0.3790153100739999,0.555124850517,,1.3046437426100002,0.5729,,,,,,,,,0.321,0.351627334433,,,,0.7792339712559999,,,,,,0.41901842301,,,,0.231891728858,0.2694,0.343644550904,,,,0.1389
MIMAT0022469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019832,,,,,,,,,,,,,,,,,,,,,0.8744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0004762,0.2381,,,0.2333,4.06862571456,0.3739,0.717657088195,0.4831,1.80056803992,0.3784,0.902684224101,0.8630161708249999,0.1505,0.1888,1.1737083546,,0.4648,0.955122788837,,,,,1.042582452,1.25170314088,0.29,,0.5772,0.9386,,,0.4994,0.9345,,,,,,,0.3067,1.00861540164,,0.2703,,0.409967142177,0.2633945918549999,0.3927,,,,0.393808778593,0.8610907488289999,,,0.5284,0.7383,,0.3674,0.321,0.1865,,0.4592113610639999,,,,1.99633100026,0.6867,,,,0.4719,0.1936,3.30549682353,,0.2694,,1.00783058838,,,0.683865889766
MIMAT0019073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018116,,,,,,,0.4029999999999999,,0.2937,,,,,,0.587248285006,,,,,,,,,,0.29,0.3214,,,,,,,,,,,,,,0.2659,,,,0.409967142177,,,,,,,,,,,,,,,0.1865,,,,,,0.6762,,,,,,,0.489479759781,,,0.0939,,,0.3142,
MIMAT0004487,0.6213,0.559912836396,0.983073105835,0.43407198143,1.6651452483000002,,0.4029999999999999,0.4831,0.537604087054,1.4850820543399998,1.01052260877,1.15591456046,0.631931486109,1.08285175566,0.3233,,0.8157452983319999,1.2679,0.2861,0.871531171988,,0.8194,1.1838793593,2.03835907461,1.15345772635,0.584082235152,,1.90681506181,0.3699483548969999,1.49091237053,0.4994,0.9345,0.1897,,1.22211698574,0.6512,0.5216,1.23931907448,0.55949230456,1.00866942088,,0.867198485995,0.670733335838,0.524319772714,0.379,0.555124850517,0.4151,,,0.835795880775,0.725140851888,0.767822075097,,,1.22421651537,,1.29285754089,0.805308811312,0.975404500115,0.686314091595,0.4592113610639999,,,0.7094,,0.6867,,0.84,,1.34915584743,0.654742881457,0.8543062870300001,,,0.418018848974,0.743300381793,,0.6856228625920001,0.265593580602
MIMAT0005869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019078,,,,,,,,,,,0.1953,,,,,,,,,,,0.4671,,,0.1523,,,,,,0.4994,,,,,,,,,0.2659,,0.2703,,,,,,,,,,,,,,,0.3674,,,,,,0.4416,,,,,,,,,,0.1206,,0.343564061293,,,0.1657,
MIMAT0018111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5284,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0018178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0006790,4.0383491356,3.97282980452,4.42697433642,5.02651712255,7.09889573853,3.64832986891,7.18032972828,7.6227659593600015,5.6173556637,4.50735710094,5.5794717975,5.00533406132,3.50238027116,6.72381093095,5.66488565181,5.22178568345,4.51854414536,6.176917251719999,4.7720031137,5.26039483739,7.0287249884300005,4.43610319443,2.8796486242,5.39551238329,3.72734441241,5.99715776014,3.06672583388,4.20288216134,0.9083,5.18936633643,4.38239239708,4.3954719582,2.26141629705,6.25053041842,6.22845958029,7.49295248511,5.28131691135,2.9000467081,5.05354058572,2.82209440541,5.93438092258,1.2882,4.25203536893,4.30264134323,4.05490068615,3.48138201552,4.73732552074,5.03806780789,6.821862641209999,2.25304747805,5.63390525887,3.06670678453,8.332258078019999,5.286776638919999,6.33704814152,5.85745219035,6.17107695991,4.25282521335,5.87521091912,2.94508351246,5.81432662284,6.00007046741,5.676290112969999,3.84174421077,6.85556142637,5.27769851714,3.34670085605,4.07050167416,3.50260088063,4.68713460362,5.29262925223,2.59670665233,3.92680413426,6.8526551922,1.8296321391,4.61981329575,6.63690013762,7.6469435233,5.037276446619999
MIMAT0019824,,,,,,,,,,,,,,0.5052,,,,,,,0.5025,,0.2774,0.4279,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019825,,,,0.2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019826,,,,,,,,,,,,,,,,,0.1721,,,,,,0.2774,0.4279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4158,,,,,,,,,,,,,,,0.471798152594,,,,,0.0939,,,,
MIMAT0019827,,,,,0.1951,,,,,0.2016,,,,0.1888,0.3233,,0.1721,,,,,,,,,,,,,,,,,,,1.0983,,,,,,0.2703,,,,,,,,,,,,0.5284,,,,,0.1865,,,,,,,0.3838,,,,,,,,,,,,,
MIMAT0019820,,,,,,,,,,,,,,0.1888,,,,,,,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019821,,0.2117,,,,,,,,,,,0.1505,,,,,,,,0.5025,,,,,,,,,,,,,,,,,0.4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019822,,,,,1.45270145442,,,,0.2937,0.3784,0.1953,0.4951,,0.1888,0.3233,0.7877,0.464764409486,1.93218538048,0.2861,0.5006,,,0.5099,0.4279,,,,0.9386,,,,,,,,,,,,0.2659,,,0.6708,,,0.392751940756,,,,0.2103,0.8610907488289999,,,,0.4158,,0.3674,0.1694,0.351627334433,,0.2478,0.3834,,,1.7620780375799998,,,,,0.4719,0.1936,,,,,,,,0.382053888482
MIMAT0019823,0.2381,,,,0.901946943376,0.3739,,,0.537604087054,0.37845171449,0.3672,,0.1505,0.3557,,,,,,0.5006,,,,0.4279,,0.584,,,,0.786033581637,0.4994,,0.1897,,,,,,0.3067,0.2659,,0.497859820078,,0.409967142177,0.1377,,,,,,0.7252,,,,,,,0.320982954692,,0.2045,,,,,1.1347799491,,,,,1.34921766692,,0.2654,0.1206,0.6924231654090001,0.0939,,,0.1657,0.382059810045
MIMAT0019828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265593580602
MIMAT0017352,0.2381,0.2117,1.3016,0.2333,1.10979936108,,0.975775983645,0.4831,1.36766909909,0.535925967412,0.9028,1.3993,0.1505,1.6308157276100002,1.1737083546,1.2943,0.1721,0.5552,0.2861,,1.41501622343,,0.509966681431,1.44704746121,0.1523,0.3214,0.9883,1.50250107743,0.6641,1.061,0.4994,2.474,0.1897,1.016,0.7368,0.6512,,1.7577,0.5594,0.490335795089,,,0.670733335838,0.7289,,,1.2225598512,,1.30016793894,0.5567,1.3042,0.767822075097,1.7671,,1.22413468834,1.2078,1.1111416793200002,0.1694,0.3517,,0.4592113610639999,1.49891103363,0.4416,,2.19780129022,1.15002946674,0.467,1.7528,,1.7317613443400002,0.364267281862,0.6834067424250001,0.763184963922,0.6924231654090001,0.0939,,1.67049954198,1.87848256343,0.1389
MIMAT0000079,1.8841902333,2.87238488986,2.77825117434,4.35635925115,2.70071017962,1.1266,3.17886130612,2.95640457274,2.7803669112,3.42584691033,2.79550124852,3.19990971933,3.02586461035,3.02309790005,3.39849306464,3.28031042773,3.32136783435,2.92061766014,3.633028586040001,2.3639950519,4.14288874667,2.27002888374,2.06340958473,4.07758877339,2.00201220108,3.5519970540900005,3.14906304472,3.78999676397,1.01649973798,4.67950352989,3.1471757195,3.05129540181,2.21852079832,3.9839518135,3.4146910878400005,3.87695273083,3.14390743129,3.34857054916,2.88651112467,2.33571590868,2.42624341109,2.17073573426,2.3627356736,2.94170591013,2.20324029517,1.80862424121,3.41532600482,3.97292473215,3.82411326624,1.7460612297799998,2.81580975472,4.36992781172,0.8490000000000001,2.31634594801,1.73914480362,3.88297733941,3.23435373428,2.87844118465,2.8502660278400005,2.06978411002,3.47475620302,3.99224928783,2.89654476281,2.06201760749,3.22823976811,3.65325756582,4.21579812146,2.056619418,1.29887525878,2.7663016344700004,2.5563538930500003,1.7755071834,3.65454138413,3.44040623583,1.68635053748,3.42919654336,4.5129925892800005,4.669937801650001,1.81838320747
MIMAT0020924,0.2381,,,,0.5203,,0.4029999999999999,,0.2937,0.535925967412,,,0.1505,0.3557,,,,,,,,0.4671,,,0.29,0.3214,,,,,,0.9345,,,,,,,,,,,,0.15,0.1377,,,,,,,0.4344,,,,,,,,,,0.3834,0.4416,,,,0.819230333136,,0.2924,,,,,0.2694,,,,,
MIMAT0001412,0.2381,0.559912836396,,,0.3669315014,,,,0.2937,0.2016,0.1953,0.4951,0.4112,0.355727284158,0.810251754597,,0.707975216108,,,,0.8744685916439999,0.4671,0.885907110527,1.25170314088,0.290046401854,0.584082235152,0.5772,0.9386,,0.4459,,2.47404013134,0.1897,,,,,2.02219185363,,1.59643949028,,,1.87331156241,0.15,0.1377,0.5552,0.4151,0.5754,,,0.2182,0.4344,0.8490000000000001,,0.738185401955,0.4087,0.3674,,0.1865,0.3835786161259999,0.4592113610639999,,,,1.48221635839,0.936870891329,0.467,,0.419,0.2551,,,,,0.343644550904,,0.628322240743,,
MIMAT0001413,4.423268520390001,4.36467447302,3.49246803832,3.6735,4.869314848869999,1.6187399961200002,3.92399538936,4.72554431805,4.934352136269999,3.16141428324,4.40235035189,2.0961,2.1035355352900003,3.29367589168,4.99531011936,3.5722957898300005,3.93713659869,3.91469624134,3.5810510734699994,2.24272805348,4.768049273530001,3.112162123,0.885907110527,4.24463919318,3.13619143023,6.27334746094,4.884215620819999,4.33976427199,3.244360297840001,5.16049064888,3.39420430906,3.5771,4.24712864902,6.68960567266,3.73660935227,1.43908930805,3.21329277945,8.333266379289999,2.2598,6.2949126272,2.69343665074,1.79586204063,4.20651999524,4.20320231159,3.89905660361,2.2493113997400003,6.17027871377,5.31172268625,6.51862892883,2.89441613098,4.4528251163300006,4.65793885806,4.2800926713,3.01372006502,6.889945473060001,5.40127936167,5.19668552079,2.0838,4.33530658884,1.84364951935,5.79497783232,4.87309593459,4.03552843388,,5.792185288200001,5.714502500190001,1.7195,4.5796867974,4.65898505412,2.03396672316,4.79970965197,3.04803812398,4.90401832275,2.7102,3.26377279218,2.51536243056,3.36155352715,2.84908287444,2.99524905742
MIMAT0019918,0.2381,0.2117,1.3016,0.2333,0.3668,,0.4029999999999999,2.06419287292,0.2937,0.2016,,,,0.5052,0.3233,,,,0.7295,,,,0.2774,0.7576,,0.584,0.5772,,,0.4459,,1.9006,,0.5956,0.4149,0.6512,,,0.3067,1.00864642872,,,0.374,0.5243,,,,,,0.3939,0.4077,0.7679,1.3799,,0.4158,0.4087,,0.1694,0.1865,,0.2478,,,,0.6762,1.3357,0.467,,,0.2551,0.1936,,0.4315178739119999,0.2694,,,0.3481,0.888844743261,0.1389
MIMAT0019919,,,,,,,,,,,0.1953,,,,,,,,0.2861,,,,,,,,,,,,,,,0.5956,,,,,,0.2659,,,,0.2858,,0.392751940756,,,,,0.2182,,,,,,,0.1694,,0.2045,,0.3834,,,,,,,,0.2551,,,,,,,,,0.1389
MIMAT0019910,,,,,,0.3739,,,,,,,,,,,,,,,,,0.2774,,0.1523,,,,0.1968,,,0.9345,,1.01592698001,,,,0.4225,,,,,0.374,,,,,,0.5729,,,,,,0.4158,,,0.320982954692,0.1865,0.2045,,,,,0.6762,,,,0.1536,,0.364267281862,0.2654,,0.2694,0.265084994199,,,,
MIMAT0019911,,0.3963,0.5737,,,0.3739,0.4029999999999999,0.8443757742069999,,,0.520858974482,,,0.1888,0.3233,0.7877,,,,,0.5025,0.4671,,0.4279,0.1523,,0.5772,,,,,,,,,,,,,,,0.2703,0.374,0.630164661444,,,0.4151,,,,,,,,0.738185401955,,,0.1694,0.1865,,,0.686007127439,,0.7094,,0.3838,0.467,,0.419,,,0.2654,,0.2694,0.182060066004,0.7432,0.3481,0.314314160973,0.265593580602
MIMAT0019912,1.05419694794,0.2117,,0.2333,0.65909933483,0.670570513563,0.4029999999999999,,0.7462,0.6778905129389999,0.1953,0.8631,,0.640840044758,1.17373797802,0.7877,0.1721,0.5552,,,,,1.43079950684,,0.1523,,,,,,,0.9345,,0.5956,,,,,,0.2659,,,0.374,,,0.2097,1.00015366994,,,0.3939,0.575167623046,,,,0.7383,0.4087,,,0.1865,,,,,,,0.936833644344,,,,0.8269,0.1936,,,,0.0939,0.419,,0.314314160973,0.48981670389
MIMAT0019913,,0.2117,,,,,,,,,,,,,,,,,,,,,,,,0.3214,,,,,,,0.1897,,,,,,,,,,,,,,0.4151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1389
MIMAT0019914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAT0019917,,,,,0.3669315014,,0.4029999999999999,0.4831,0.2937,,,,,0.1888,,,,,,,,,,,,,0.5772,,,,,,,0.5956,,,,,,0.2659,,,0.374,,,,,0.5754,,,,,,,,,0.3674,,,,,,,,0.6762,,,,0.1536,,,,,,,,,0.1657,
MIMAT0002859,,,0.983073105835,0.4341,,,0.4029999999999999,1.37353076005,,0.2016,0.3672865683219999,,,,,,,,,,,,,,,,,,,,,,0.1897,,0.4149,,,0.4225,0.3067,0.6845115062980001,,,0.670733335838,,,,,,,,,,,,1.7392141069,1.85590175708,,,0.634186665335,0.542882162457,,,,,,,,,,,0.1936,,0.335209681055,,,,,,0.1389
MIMAT0002858,,,,1.03784130714,,,,,,,0.1953,,,0.1888,,,0.325840734481,,,,,,,0.7576,,0.3214,,,,,,,,,,1.43908930805,,,0.3067,0.2659,1.0661,,0.916723426451,0.409967142177,0.1377,,,0.5754,,,0.4077,,,0.914302311021,2.11785686829,1.71911692529,0.3674,,,0.2045,0.2478,0.3834,,,,0.3838,,,,,0.896514482413,,0.3351242918,0.6924231654090001,0.0939,,,0.1657,0.1389
MIMAT0001635,3.74207925833,4.8007903423,7.40076781127,3.00378095258,3.97878900991,7.092801091519999,7.282413359119999,6.25128216498,2.99986662084,5.46055456162,6.7698995256300005,6.85356691388,7.43020237774,4.25036067335,3.88901247695,3.65774378802,4.81980770368,3.37686064622,3.77847613972,4.29752420942,7.11799266248,7.56314014916,3.75563624522,4.63382038734,4.56048608601,4.96304853241,9.86451939707,2.22239331614,2.17229614318,3.16463501124,6.02494204113,7.7490868452,3.0787127045,3.55261729192,5.23485076884,6.04518913702,3.72182619498,3.24881197302,6.67089536021,6.971243771699999,7.713548558110001,7.75270683766,5.20214179197,4.504167805530001,4.41463639079,5.44986909928,2.50279298363,7.166066140539999,4.96475023767,3.2679017158,4.001928201549999,4.13046848182,6.82237569615,6.447063428480001,7.457159853130001,6.0622252746,4.7448145685,6.620904235009999,4.01645552076,6.22332147287,5.87539674794,4.37741333387,6.7269693763,3.39605911041,7.082548764229999,3.96621454489,6.8248877639100005,3.59224872398,3.14783160246,3.49225282339,5.42876065413,3.3054817881800003,3.130593515,7.11878330768,5.11040701794,7.60549060885,4.86339582925,3.75833207885,5.8095332687
MIMAT0001636,0.442414539368,0.7069249612240001,3.87510707425,0.2333,0.901946943376,1.7513906634999998,3.9542834182,3.5035769705,0.2937,1.76520733898,2.79551917453,3.4365089392900003,2.48968250299,1.1751476450799998,1.81221041992,1.29433560936,2.05924613955,0.955122788837,0.7295,1.4109533848700002,3.22231310839,1.71984747533,0.71019564251,0.757490907808,0.415737122119,1.58304206901,6.15677003774,,0.1968,0.786033581637,2.23963193848,4.87021950452,,0.5956,2.32160219901,2.74522826055,0.903881171003,,2.45942222802,2.73705589455,3.43873670445,1.28819104736,1.6190311965200002,0.98992376855,0.486053503317,1.17087837237,0.7370655940199999,2.97477915112,1.97275225482,0.702995326865,0.8610923830230001,,2.5379198686400004,0.914302311021,3.2759009494700004,1.8558906112,1.96360768296,1.9506463265,0.351627334433,1.41965564255,2.40854781825,1.14895357093,2.96428613308,,4.24324312022,1.3356880891399998,3.88360487517,0.84,,0.6602471129999999,1.72138259939,0.2654,0.1206,2.83995661894,0.488849615389,2.59799344848,1.89879387564,1.298755144,1.44267083333
MIMAT0002851,,0.559889118119,,1.03782109585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14686074123,,,,,,,,,,0.556587551551,,,,,2.00239933507,0.987297039071,,0.458142637524,,0.5428630138430001,,,,,,,,,,,,,,0.6923551970049999,0.265141698783,,,,
MIMAT0001639,3.70286855146,4.63632889082,3.6125473596800006,5.042012801,5.30404129316,4.78803196248,5.274359055380001,6.367040674249999,4.902032585430001,3.4655169028400006,4.56141728014,3.38091906966,4.48053588775,4.92385198765,3.88898892639,4.762761755360001,3.86370973041,4.04354794842,5.407984533910001,4.32764125801,6.12400577587,3.76740826888,3.45464507583,4.767843120159999,3.9617989155,2.24567574578,3.62225455386,3.96954618242,4.118322394030001,4.67949159346,5.708557440930001,2.8833141366,4.4085826833,4.75851025508,5.815549240680001,4.93857698926,4.2699260067,3.96624270484,5.07400137082,4.01611144009,4.370647653530001,4.39125268436,4.22945811315,4.48312586172,4.04620210221,3.00723038018,4.79041949145,4.77951664405,5.57905543361,4.51202881736,2.81582669943,4.00981440329,6.75974613154,3.42362948548,4.5266535581,5.756201375830001,5.31702380891,4.03983227018,3.88783340494,4.81296075405,4.90883522648,4.57456904107,4.72393996208,4.181809114130001,5.00420703494,4.50080053597,4.46083649264,4.37512285638,4.45976605891,4.202501198909999,4.42854075771,3.3632484537000003,5.00533165797,5.0985934694,3.8856427281,4.45226037622,5.60754333377,5.90132901556,4.2003819261
MIMAT0002853,0.2381,,,,,0.3739,,0.8444,,,0.1953,0.4951,,,,,0.3259,,,,0.5025,,,,,,0.5772,,,0.4459,0.4994,,,,0.999724988336,0.6512,,,,0.2659,1.0661,,0.670733335838,0.409967142177,,,,,,,,,,,1.73914480362,1.85590747537,,,0.1865,0.2045,,,,,,,,,,,0.516803396163,,,,,,,,0.1389
MIMAT0002852,,,,1.5513,,,0.7176,1.7598063948500002,0.2937,,0.1953,,0.1505,0.878679636126,,,1.4719456913799998,,,,0.5025,0.8194,,,,,0.5772,,,0.4459,,,0.1897,,2.32162456112,1.4391,,,0.5594,1.27306885141,,0.2703,0.916723426451,0.15,0.6788,0.2097,,0.5754,0.9818682160200002,,,,,,3.32484225401,1.20778230536,0.66,0.1694,0.499846347669,0.2045,,,,,1.1348,0.3838,,0.84,,,0.1936,,,,0.0939,0.7432,,0.4489350059399999,0.1389
